person_id,full_name,age,gender,district,socioeconomic_band,education,occupation
P01859,Anita Gowda,62,M,Mangaluru,Upper-mid,Primary,IT worker
P01860,Sneha Khan,19,M,Whitefield,Upper-mid,Postgraduate,Clerk
P01861,Mohan Desai,48,M,Hubballi,Upper-mid,Secondary,Daily wage
P01862,Suresh Shetty,61,F,Rajajinagar,Mid,Primary,Unknown
P01863,Sneha Achar,33,M,Belagavi,Lower-mid,Graduate,Unknown
P01864,Vinay Kulkarni,49,F,Hubballi,Lower-mid,Graduate,Daily wage
P01865,Kavya Desai,22,M,Jayanagar,High,Primary,Student
P01866,Kavya Achar,61,F,Yelahanka,Upper-mid,Postgraduate,Unemployed
P01867,Harish Desai,66,M,Electronic City,Lower-mid,Graduate,Unemployed
P01868,Asha Desai,63,M,Hubballi,Upper-mid,Primary,Unknown
P01869,Priya Kumar,56,F,Jayanagar,Low,Diploma,Unemployed
P01870,Meena Murthy,38,F,KR Puram,Lower-mid,Primary,Clerk
P01871,Rajesh Reddy,36,M,Hubballi,Low,Primary,Vendor
P01872,Jyothi Gupta,57,M,Yelahanka,Mid,Primary,IT worker
P01873,Faisal Pai,38,M,Belagavi,Upper-mid,Primary,Student
P01874,Divya Shetty,62,M,Yelahanka,Lower-mid,Diploma,Driver
P01875,Vinay Hegde,32,F,Electronic City,Lower-mid,Diploma,Student
P01876,Naveen Rao,36,M,Rajajinagar,Mid,Graduate,Shop owner
P01877,Santosh Gupta,50,M,Mangaluru,Mid,Primary,Daily wage
P01878,Faisal Setty,54,F,Hubballi,Lower-mid,Secondary,Driver
P01879,Pooja Gupta,38,M,Yelahanka,Low,Postgraduate,Clerk
P01880,Roopa Joshi,21,M,Rajajinagar,Lower-mid,None,Vendor
P01881,Jyothi Nayak,58,F,BLR South,Lower-mid,Postgraduate,Vendor
P01882,Geetha Patil,44,M,Rajajinagar,Low,Secondary,Vendor
P01883,Ravi Kulkarni,46,F,Yelahanka,Lower-mid,Graduate,Vendor
P01884,Prakash Rao,70,M,Yelahanka,Mid,Diploma,Clerk
P01885,Nandini Murthy,43,M,Rajajinagar,Lower-mid,Secondary,Daily wage
P01886,Lakshmi Pai,68,F,Rajajinagar,Mid,Graduate,Driver
P01887,Anita Prasad,61,M,KR Puram,Low,Graduate,Vendor
P01888,Harish Setty,60,M,Mysuru,Upper-mid,Primary,IT worker
P01889,Reshma Joshi,69,M,Mangaluru,Lower-mid,Graduate,Mechanic
P01890,Manjunath Rao,17,M,Mysuru,Mid,Secondary,IT worker
P01891,Vijay Gowda,59,M,Belagavi,Low,Secondary,Unemployed
P01892,Mahesh Das,43,M,BTM,High,Primary,IT worker
P01893,Divya Gupta,60,M,KR Puram,Low,Graduate,Mechanic
P01894,Vijay Gupta,59,M,BLR South,High,None,Student
P01895,Kavya Shetty,65,F,Mangaluru,Low,Diploma,Driver
P01896,Rahul Patil,54,M,BTM,Upper-mid,None,IT worker
P01897,Kiran Pai,21,M,Yelahanka,Lower-mid,Postgraduate,Mechanic
P01898,Prakash Iyer,60,M,KR Puram,Low,Secondary,Student
P01899,Priya Setty,43,F,Electronic City,Low,Secondary,Mechanic
P01900,Rahul Patil,38,F,Hubballi,Low,Diploma,Daily wage
P01901,Bhavani Murthy,17,F,BLR South,High,None,Student
P01902,Anita Rao,16,F,Mysuru,Low,Secondary,Mechanic
P01903,Divya Kumar,67,F,Mangaluru,Lower-mid,None,Driver
P01904,Rahul Desai,55,M,Mysuru,Low,Secondary,Daily wage
P01905,Vijay Kulkarni,39,M,Electronic City,Mid,Primary,Shop owner
P01906,Vijay Sharma,17,M,Mysuru,Upper-mid,None,Clerk
P01907,Santosh Shetty,38,M,Mangaluru,Lower-mid,None,IT worker
P01908,Rahul Kulkarni,25,F,KR Puram,High,Postgraduate,Shop owner
P01909,Vinay Sharma,23,M,Jayanagar,Lower-mid,Secondary,Driver
P01910,Geetha Das,28,F,BLR South,Lower-mid,Diploma,Unknown
P01911,Anita Prasad,21,M,KR Puram,Upper-mid,Graduate,Unknown
P01912,Ramesh Prasad,41,M,Hubballi,Low,Secondary,Driver
P01913,Rajesh Hegde,34,F,Yelahanka,Lower-mid,Diploma,Daily wage
P01914,Sahana Kumar,47,M,Mysuru,Lower-mid,Diploma,Clerk
P01915,Sahana Bhat,65,M,BLR South,Lower-mid,None,Vendor
P01916,Faisal Bhat,53,M,Mangaluru,Lower-mid,Postgraduate,Student
P01917,Deepa Gupta,17,M,Whitefield,Lower-mid,Secondary,Shop owner
P01918,Deepa Achar,43,M,Mysuru,Upper-mid,Graduate,Student
P01919,Imran Hegde,22,M,BTM,Upper-mid,Postgraduate,Student
P01920,Manjunath Setty,29,M,Mangaluru,Mid,None,Unemployed
P01921,Vinay Hegde,60,M,Whitefield,Low,Primary,Student
P01922,Priya Iyer,68,M,Yelahanka,Low,Primary,Unknown
P01923,Geetha Kulkarni,58,M,Yelahanka,Mid,Postgraduate,Clerk
P01924,Shilpa Desai,63,F,Yelahanka,Mid,Diploma,Mechanic
P01925,Vinay Murthy,69,F,Electronic City,Low,None,Mechanic
P01926,Imran Setty,65,M,Hubballi,Mid,None,Daily wage
P01927,Kiran Rao,66,M,BTM,Lower-mid,Primary,Clerk
P01928,Asha Bhat,50,M,Mangaluru,Low,None,Mechanic
P01929,Rahul Gowda,51,F,Rajajinagar,Low,None,IT worker
P01930,Karthik Shetty,23,M,Yelahanka,Low,Postgraduate,Daily wage
P01931,Geetha Khan,55,M,Belagavi,Low,Graduate,Unemployed
P01932,Yusuf Hegde,65,M,KR Puram,Low,None,Driver
P01933,Pooja Murthy,27,M,Rajajinagar,Upper-mid,None,Mechanic
P01934,Vinay Nayak,34,M,Rajajinagar,Low,Primary,Student
P01935,Rajesh Kumar,44,M,Rajajinagar,Mid,Secondary,Shop owner
P01936,Naveen Nayak,51,F,BLR South,Low,None,Mechanic
P01937,Bhavani Gupta,17,M,BTM,Mid,Secondary,Student
P01938,Imran Nayak,22,M,BLR South,Lower-mid,Graduate,Unemployed
P01939,Vinay Joshi,23,F,Hubballi,Low,Graduate,Daily wage
P01940,Ravi Desai,68,F,Mangaluru,Mid,Secondary,Unknown
P01941,Vinay Sharma,63,M,Electronic City,Mid,Secondary,IT worker
P01942,Karthik Nayak,45,M,KR Puram,Low,Secondary,Driver
P01943,Vinay Murthy,26,M,BLR South,Lower-mid,Secondary,Driver
P01944,Imran Sharma,42,M,Mysuru,Upper-mid,Diploma,Driver
P01945,Harish Hegde,41,M,Yelahanka,Lower-mid,Diploma,IT worker
P01946,Vinay Sharma,39,M,Hubballi,Lower-mid,Postgraduate,Shop owner
P01947,Shilpa Patil,29,M,Mangaluru,Low,Postgraduate,Unknown
P01948,Nandini Sharma,51,F,Yelahanka,Lower-mid,Secondary,Vendor
P01949,Asha Nayak,46,M,Hubballi,Lower-mid,Graduate,Mechanic
P01950,Deepa Hegde,29,M,BTM,Mid,Graduate,Mechanic
P01951,Priya Sharma,17,M,Yelahanka,Lower-mid,Primary,Clerk
P01952,Sandeep Nayak,57,M,Rajajinagar,Low,Secondary,IT worker
P01953,Geetha Raju,24,M,Electronic City,Lower-mid,Graduate,Shop owner
P01954,Imran Achar,22,F,Jayanagar,Low,None,Student
P01955,Faisal Pai,38,M,BTM,High,Secondary,Daily wage
P01956,Nandini Kulkarni,36,M,Electronic City,Lower-mid,Postgraduate,Driver
P01957,Santosh Bhat,22,F,BTM,Upper-mid,Primary,Driver
P01958,Prakash Shetty,50,F,Yelahanka,Low,Graduate,IT worker
P01959,Reshma Setty,70,F,Jayanagar,Mid,Primary,IT worker
P01960,Anita Reddy,24,F,Electronic City,Lower-mid,Primary,Unemployed
P01961,Kavya Setty,68,M,Electronic City,Mid,Primary,IT worker
P01962,Ravi Das,58,M,KR Puram,High,Secondary,Daily wage
P01963,Priya Nayak,55,M,Yelahanka,Upper-mid,None,Vendor
P01964,Ganesh Bhat,61,F,Jayanagar,Lower-mid,Diploma,Unemployed
P01965,Roopa Joshi,42,F,KR Puram,Upper-mid,Primary,Shop owner
P01966,Reshma Prasad,17,M,BTM,Low,Primary,Clerk
P01967,Mohan Sharma,43,M,Whitefield,Mid,Postgraduate,IT worker
P01968,Faisal Pai,51,M,Mangaluru,Low,Graduate,Unemployed
P01969,Divya Iyer,28,F,Yelahanka,Lower-mid,Postgraduate,Clerk
P01970,Vinay Pai,39,F,Yelahanka,Lower-mid,Secondary,Driver
P01971,Harish Raju,32,M,Electronic City,Low,None,IT worker
P01972,Faisal Achar,36,F,Jayanagar,Low,Primary,Daily wage
P01973,Geetha Gowda,27,M,BTM,Lower-mid,Primary,Daily wage
P01974,Manjunath Kumar,62,M,KR Puram,Upper-mid,Graduate,Daily wage
P01975,Vijay Joshi,56,F,Electronic City,Mid,Secondary,Daily wage
P01976,Roopa Shetty,19,M,Rajajinagar,Upper-mid,None,Driver
P01977,Faisal Setty,21,M,Hubballi,Low,None,Daily wage
P01978,Vinay Pai,56,M,Electronic City,Upper-mid,Postgraduate,IT worker
P01979,Mahesh Setty,27,M,Belagavi,Mid,None,IT worker
P01980,Priya Prasad,16,M,Rajajinagar,Low,Graduate,Unknown
P01981,Rahul Setty,23,M,Jayanagar,Low,Secondary,Vendor
P01982,Naveen Iyer,56,F,Whitefield,Mid,Graduate,Clerk
P01983,Shilpa Khan,32,F,Belagavi,Low,None,Clerk
P01984,Santosh Rao,20,M,Electronic City,Lower-mid,Postgraduate,Unemployed
P01985,Roopa Khan,21,M,Belagavi,Lower-mid,Postgraduate,Daily wage
P01986,Ganesh Joshi,65,F,KR Puram,Mid,Graduate,Daily wage
P01987,Sandeep Murthy,62,F,Electronic City,Lower-mid,Diploma,Student
P01988,Sahana Bhat,64,M,Mysuru,High,Primary,Vendor
P01989,Kavya Rao,18,M,Yelahanka,Lower-mid,Diploma,Student
P01990,Asha Sharma,45,M,BTM,Mid,Diploma,Mechanic
P01991,Ravi Nayak,66,M,Hubballi,Low,Secondary,Unemployed
P01992,Sneha Achar,27,M,BTM,Low,None,Mechanic
P01993,Karthik Nayak,33,M,BLR South,Lower-mid,Primary,Clerk
P01994,Jyothi Murthy,30,M,Mangaluru,Mid,Diploma,Mechanic
P01995,Naveen Das,58,M,Jayanagar,Low,Secondary,IT worker
P01996,Mahesh Bhat,25,M,Electronic City,Upper-mid,Diploma,IT worker
P01997,Suresh Bhat,56,M,Hubballi,Lower-mid,Graduate,Mechanic
P01998,Roopa Shetty,54,M,Whitefield,Lower-mid,Secondary,Driver
P01999,Nandini Joshi,46,M,Electronic City,Lower-mid,Primary,Vendor
P02000,Ganesh Setty,30,F,KR Puram,Mid,Diploma,Clerk
P02001,Jyothi Pai,52,F,Belagavi,Low,Primary,Student
P02002,Sandeep Patil,61,M,Rajajinagar,Upper-mid,Primary,IT worker
P02003,Sandeep Das,17,M,Jayanagar,Lower-mid,Primary,Unknown
P02004,Ganesh Gowda,49,M,Mangaluru,Upper-mid,Postgraduate,Clerk
P02005,Manjunath Sharma,40,M,Whitefield,Mid,Secondary,Unemployed
P02006,Karthik Patil,30,M,KR Puram,Lower-mid,Graduate,IT worker
P02007,Jyothi Nayak,66,M,KR Puram,Lower-mid,Secondary,Unknown
P02008,Ramesh Hegde,68,F,Rajajinagar,High,Graduate,Unknown
P02009,Kiran Bhat,62,M,Rajajinagar,Lower-mid,Graduate,Clerk
P02010,Geetha Iyer,43,M,BLR South,Low,Primary,Driver
P02011,Santosh Kumar,17,M,Yelahanka,Low,Diploma,Driver
P02012,Rajesh Desai,40,M,Mangaluru,Lower-mid,Secondary,Daily wage
P02013,Reshma Sharma,33,M,Mangaluru,Lower-mid,Primary,Unknown
P02014,Lakshmi Pai,17,M,KR Puram,Lower-mid,Secondary,Driver
P02015,Ganesh Raju,40,M,Hubballi,Lower-mid,Secondary,Mechanic
P02016,Priya Pai,55,F,BLR South,Mid,Secondary,Unknown
P02017,Sandeep Reddy,48,M,Belagavi,Mid,Diploma,Daily wage
P02018,Manjunath Nayak,25,M,BTM,High,Primary,Daily wage
P02019,Nandini Naidu,37,M,KR Puram,Mid,Diploma,Mechanic
P02020,Ramesh Reddy,49,M,Yelahanka,Mid,Graduate,Daily wage
P02021,Shilpa Sharma,26,M,Whitefield,Low,None,Shop owner
P02022,Ravi Reddy,57,F,Rajajinagar,Lower-mid,None,Vendor
P02023,Arun Nayak,24,M,KR Puram,Lower-mid,Postgraduate,Mechanic
P02024,Ravi Prasad,64,M,BLR South,Mid,Postgraduate,Mechanic
P02025,Jyothi Gowda,18,M,BLR South,Low,Graduate,IT worker
P02026,Suresh Naidu,60,M,KR Puram,Lower-mid,Primary,Mechanic
P02027,Shilpa Nayak,50,M,Hubballi,Mid,Secondary,Clerk
P02028,Jyothi Naidu,48,M,Rajajinagar,Mid,Secondary,Student
P02029,Rahul Pai,32,M,Hubballi,Low,None,IT worker
P02030,Mahesh Desai,58,M,Yelahanka,Low,None,Unemployed
P02031,Vinay Shetty,63,F,Rajajinagar,Low,Graduate,Clerk
P02032,Shilpa Joshi,68,M,Electronic City,Low,Postgraduate,Vendor
P02033,Sandeep Murthy,29,M,Whitefield,Low,Primary,Student
P02034,Shilpa Das,62,M,KR Puram,Lower-mid,Diploma,Unknown
P02035,Naveen Das,46,M,Whitefield,Mid,Postgraduate,Vendor
P02036,Manjunath Kulkarni,22,F,BLR South,Mid,None,Clerk
P02037,Suresh Bhat,44,M,Mangaluru,High,None,Unemployed
P02038,Nandini Hegde,57,M,Yelahanka,Mid,Secondary,Daily wage
P02039,Reshma Khan,57,M,BLR South,Upper-mid,Secondary,Driver
P02040,Mohan Sharma,67,F,Jayanagar,Upper-mid,Postgraduate,Unemployed
P02041,Karthik Rao,16,M,Belagavi,Low,Graduate,Shop owner
P02042,Reshma Murthy,17,M,Electronic City,Low,Postgraduate,Driver
P02043,Shilpa Gowda,41,M,BLR South,Low,Diploma,IT worker
P02044,Prakash Rao,16,M,BLR South,Mid,Secondary,Clerk
P02045,Karthik Hegde,67,M,Hubballi,Low,Primary,Vendor
P02046,Rajesh Kumar,57,M,Mangaluru,Upper-mid,Diploma,Shop owner
P02047,Sahana Patil,61,F,BLR South,Low,None,Unknown
P02048,Nandini Sharma,68,M,BTM,Lower-mid,Secondary,Shop owner
P02049,Ramesh Nayak,36,M,KR Puram,Lower-mid,Graduate,Mechanic
P02050,Nandini Sharma,38,M,BTM,Upper-mid,Diploma,Shop owner
P02051,Prakash Naidu,43,M,Whitefield,Upper-mid,Secondary,Student
P02052,Meena Sharma,64,M,Hubballi,Low,None,Student
P02053,Yusuf Desai,25,M,Mysuru,Mid,Postgraduate,Driver
P02054,Sandeep Nayak,68,F,Belagavi,Lower-mid,Diploma,Daily wage
P02055,Yusuf Gupta,18,M,Mangaluru,Low,Graduate,Driver
P02056,Arun Achar,61,F,Electronic City,Low,Postgraduate,Student
P02057,Jyothi Iyer,49,M,Yelahanka,Low,Secondary,Mechanic
P02058,Anita Patil,56,M,BTM,Upper-mid,Primary,Unemployed
P02059,Yusuf Shetty,47,M,Jayanagar,Mid,Secondary,Vendor
P02060,Asha Bhat,68,M,Hubballi,Low,Primary,Unemployed
P02061,Ravi Kumar,34,M,BTM,Upper-mid,Postgraduate,Daily wage
P02062,Manjunath Murthy,44,F,Yelahanka,High,Postgraduate,Mechanic
P02063,Suresh Setty,54,M,Yelahanka,Lower-mid,Secondary,Mechanic
P02064,Roopa Joshi,46,M,Mangaluru,Low,Diploma,Unemployed
P02065,Sahana Pai,38,M,Belagavi,Lower-mid,Diploma,Shop owner
P02066,Anita Khan,60,M,KR Puram,High,Postgraduate,IT worker
P02067,Ravi Iyer,18,F,Jayanagar,Lower-mid,Graduate,Daily wage
P02068,Faisal Patil,62,F,Hubballi,Upper-mid,Diploma,Mechanic
P02069,Pooja Patil,54,F,BLR South,Lower-mid,Graduate,IT worker
P02070,Shilpa Kulkarni,42,M,Hubballi,Low,Postgraduate,Unemployed
P02071,Yusuf Sharma,20,M,Electronic City,Low,Graduate,Mechanic
P02072,Ramesh Desai,62,M,Mangaluru,Low,Graduate,IT worker
P02073,Priya Sharma,34,F,BLR South,Low,Secondary,Mechanic
P02074,Kiran Achar,25,F,Jayanagar,Low,Diploma,Vendor
P02075,Suresh Iyer,65,M,Hubballi,Upper-mid,Diploma,Unemployed
P02076,Divya Rao,30,M,Hubballi,Mid,Diploma,Vendor
P02077,Rajesh Setty,23,M,BTM,Low,Graduate,Unknown
P02078,Ravi Sharma,47,M,Belagavi,Lower-mid,Postgraduate,Shop owner
P02079,Nandini Desai,50,M,Electronic City,Low,Diploma,Shop owner
P02080,Sneha Gowda,20,M,Hubballi,Lower-mid,Diploma,Shop owner
P02081,Geetha Nayak,23,M,Jayanagar,Lower-mid,Postgraduate,Vendor
P02082,Rajesh Achar,50,M,Whitefield,Lower-mid,Postgraduate,Driver
P02083,Kavya Khan,23,M,Rajajinagar,Low,Secondary,Driver
P02084,Asha Kumar,39,M,BLR South,Low,Postgraduate,Clerk
P02085,Kavya Prasad,16,M,BTM,Lower-mid,Primary,IT worker
P02086,Shilpa Hegde,58,M,Electronic City,Low,Primary,Mechanic
P02087,Jyothi Desai,56,M,Jayanagar,Low,Primary,Shop owner
P02088,Vijay Gowda,46,M,Jayanagar,Lower-mid,Primary,Mechanic
P02089,Nandini Patil,68,M,BLR South,Mid,None,Student
P02090,Asha Kumar,28,M,KR Puram,Lower-mid,Graduate,Vendor
P02091,Lakshmi Das,55,F,Mysuru,Upper-mid,Postgraduate,Driver
P02092,Geetha Kulkarni,49,M,Jayanagar,Lower-mid,None,Mechanic
P02093,Manjunath Gupta,21,M,BTM,Mid,None,Student
P02094,Reshma Iyer,33,M,KR Puram,Lower-mid,Graduate,Unknown
P02095,Ganesh Bhat,70,F,Mysuru,Lower-mid,Postgraduate,Unknown
P02096,Jyothi Achar,54,M,Mangaluru,Low,Secondary,Daily wage
P02097,Sahana Pai,50,M,Hubballi,Low,Postgraduate,Clerk
P02098,Reshma Bhat,54,M,KR Puram,Upper-mid,Secondary,Vendor
P02099,Sandeep Hegde,38,F,Rajajinagar,Upper-mid,Graduate,Mechanic
P02100,Reshma Murthy,54,M,Hubballi,Low,Graduate,Driver
P02101,Santosh Hegde,59,M,Belagavi,Lower-mid,Secondary,Vendor
P02102,Meena Joshi,49,M,Belagavi,Mid,Secondary,Vendor
P02103,Shilpa Kulkarni,66,M,KR Puram,Low,Postgraduate,IT worker
P02104,Nandini Patil,41,M,Whitefield,High,Diploma,Shop owner
P02105,Pooja Nayak,32,M,Whitefield,Low,Diploma,Shop owner
P02106,Asha Kumar,20,M,Whitefield,Upper-mid,Diploma,Shop owner
P02107,Kavya Murthy,48,M,Rajajinagar,Low,Diploma,IT worker
P02108,Mahesh Shetty,46,M,KR Puram,Low,Primary,Daily wage
P02109,Nandini Reddy,18,F,Whitefield,Low,Graduate,Clerk
P02110,Lakshmi Shetty,63,M,Rajajinagar,Low,Postgraduate,Unknown
P02111,Deepa Kumar,23,M,Mangaluru,Mid,Secondary,Mechanic
P02112,Geetha Patil,30,M,Mangaluru,Mid,Graduate,Student
P02113,Geetha Nayak,17,M,KR Puram,Mid,Primary,Mechanic
P02114,Shilpa Gupta,55,M,BTM,Low,Postgraduate,Unknown
P02115,Reshma Das,23,M,Yelahanka,Low,Diploma,Unknown
P02116,Naveen Rao,30,M,BLR South,Low,Secondary,Mechanic
P02117,Kavya Kulkarni,70,M,Rajajinagar,Low,None,Mechanic
P02118,Rajesh Sharma,25,M,Yelahanka,Upper-mid,Diploma,Unemployed
P02119,Ramesh Murthy,29,F,Electronic City,Lower-mid,Graduate,Student
P02120,Ganesh Kumar,47,M,Yelahanka,Upper-mid,Graduate,Vendor
P02121,Nandini Nayak,61,M,Belagavi,Mid,Primary,Mechanic
P02122,Shilpa Hegde,36,M,Whitefield,Low,Secondary,Vendor
P02123,Vinay Kulkarni,46,F,Hubballi,High,Primary,Daily wage
P02124,Rajesh Setty,67,M,Mangaluru,Lower-mid,Diploma,Unemployed
P02125,Sahana Khan,62,M,Yelahanka,Low,Secondary,Student
P02126,Arun Murthy,39,F,Whitefield,Lower-mid,Primary,Vendor
P02127,Kavya Desai,49,M,Rajajinagar,Upper-mid,Diploma,Student
P02128,Deepa Patil,21,M,BTM,Low,Postgraduate,Shop owner
P02129,Deepa Murthy,21,M,Whitefield,Lower-mid,Secondary,Driver
P02130,Sneha Murthy,27,M,Whitefield,Low,None,Vendor
P02131,Faisal Kulkarni,19,M,Belagavi,Low,Graduate,IT worker
P02132,Sneha Rao,31,M,Rajajinagar,Mid,None,Daily wage
P02133,Anita Murthy,68,F,Mysuru,Low,Diploma,Shop owner
P02134,Nandini Raju,27,M,BTM,Low,None,Student
P02135,Naveen Murthy,48,F,Mysuru,Lower-mid,None,Mechanic
P02136,Lakshmi Rao,19,M,BTM,Low,Graduate,Student
P02137,Sandeep Murthy,45,M,BTM,Mid,Postgraduate,Vendor
P02138,Naveen Desai,54,M,Jayanagar,High,Primary,Unemployed
P02139,Santosh Sharma,49,F,Hubballi,Mid,Graduate,Shop owner
P02140,Asha Prasad,45,F,Mysuru,Lower-mid,Graduate,Unknown
P02141,Asha Murthy,49,F,BTM,Lower-mid,Diploma,Driver
P02142,Imran Hegde,20,M,KR Puram,Upper-mid,None,Unknown
P02143,Prakash Iyer,40,M,BLR South,Lower-mid,Primary,Unemployed
P02144,Shilpa Khan,65,M,BTM,Lower-mid,Graduate,Driver
P02145,Divya Iyer,31,M,Rajajinagar,Upper-mid,Secondary,IT worker
P02146,Asha Sharma,61,M,Rajajinagar,Lower-mid,Diploma,Unemployed
P02147,Geetha Nayak,56,F,Whitefield,Lower-mid,Secondary,IT worker
P02148,Vinay Desai,43,M,Whitefield,Lower-mid,Graduate,Shop owner
P02149,Karthik Reddy,70,M,KR Puram,Lower-mid,Secondary,Shop owner
P02150,Naveen Kumar,22,M,Belagavi,Lower-mid,None,Unemployed
P02151,Yusuf Hegde,56,M,BLR South,Lower-mid,Secondary,Unknown
P02152,Meena Naidu,55,M,KR Puram,Low,Graduate,Unknown
P02153,Kiran Sharma,64,M,Mysuru,Low,Graduate,Unknown
P02154,Yusuf Gowda,25,F,Yelahanka,Lower-mid,Postgraduate,IT worker
P02155,Reshma Nayak,25,M,Rajajinagar,Low,Diploma,Clerk
P02156,Asha Patil,18,M,BLR South,High,Primary,Mechanic
P02157,Sandeep Hegde,42,F,BTM,Lower-mid,Graduate,Clerk
P02158,Shilpa Kumar,20,M,BLR South,Low,Diploma,Daily wage
P02159,Arun Sharma,26,F,Electronic City,Low,Postgraduate,IT worker
P02160,Pooja Kulkarni,62,F,Electronic City,High,Secondary,Unknown
P02161,Jyothi Gupta,68,M,Hubballi,Mid,Graduate,Driver
P02162,Kavya Prasad,59,M,Mangaluru,Mid,Primary,Vendor
P02163,Ravi Khan,46,M,Mysuru,Lower-mid,Postgraduate,Mechanic
P02164,Deepa Joshi,35,F,Whitefield,Low,Primary,Shop owner
P02165,Arun Patil,31,M,BTM,Upper-mid,Postgraduate,Shop owner
P02166,Yusuf Naidu,42,M,Yelahanka,Lower-mid,Secondary,Daily wage
P02167,Geetha Rao,55,M,Hubballi,Low,Secondary,Unemployed
P02168,Sneha Iyer,68,M,Yelahanka,Lower-mid,None,Student
P02169,Nandini Shetty,35,M,Electronic City,Upper-mid,Diploma,Unknown
P02170,Shilpa Iyer,43,F,Whitefield,Low,Primary,Student
P02171,Naveen Kulkarni,36,M,Jayanagar,Low,None,Unemployed
P02172,Vijay Gupta,43,M,Jayanagar,High,Postgraduate,Driver
P02173,Deepa Kumar,46,M,BTM,Low,Secondary,Student
P02174,Sandeep Gowda,18,M,Whitefield,Lower-mid,None,Unknown
P02175,Faisal Reddy,55,M,Rajajinagar,Mid,Diploma,IT worker
P02176,Anita Murthy,53,M,Mysuru,Low,Graduate,Clerk
P02177,Lakshmi Gowda,45,M,Whitefield,Low,Postgraduate,Shop owner
P02178,Anita Das,54,M,Whitefield,Low,Secondary,Driver
P02179,Karthik Sharma,38,F,Whitefield,Low,Postgraduate,Mechanic
P02180,Prakash Patil,66,F,Whitefield,Mid,Primary,Vendor
P02181,Meena Nayak,61,M,Jayanagar,Low,None,Driver
P02182,Anita Sharma,24,M,Jayanagar,Low,Secondary,Student
P02183,Kavya Patil,61,M,Yelahanka,Low,Postgraduate,Shop owner
P02184,Kavya Bhat,61,M,Electronic City,Mid,Secondary,Driver
P02185,Asha Hegde,38,M,BLR South,Upper-mid,Secondary,Mechanic
P02186,Priya Das,45,M,Yelahanka,Mid,Secondary,IT worker
P02187,Lakshmi Pai,63,F,Yelahanka,Mid,Graduate,Driver
P02188,Suresh Rao,32,M,Electronic City,Upper-mid,Secondary,Driver
P02189,Imran Nayak,31,M,Electronic City,High,Primary,Driver
P02190,Prakash Reddy,65,M,KR Puram,Mid,Graduate,Student
P02191,Pooja Kumar,22,M,Mysuru,Low,Primary,Student
P02192,Yusuf Murthy,49,M,Mysuru,High,Graduate,Unknown
P02193,Rahul Khan,65,F,BLR South,Lower-mid,Postgraduate,Unknown
P02194,Jyothi Bhat,50,F,Electronic City,Low,Secondary,Unemployed
P02195,Prakash Joshi,56,F,Jayanagar,Lower-mid,Diploma,IT worker
P02196,Mahesh Joshi,30,F,Mangaluru,Low,Secondary,Clerk
P02197,Imran Patil,58,F,Whitefield,Lower-mid,None,Shop owner
P02198,Arun Reddy,30,F,Electronic City,Low,None,Mechanic
P02199,Deepa Gowda,67,F,Mysuru,Upper-mid,Graduate,Mechanic
P02200,Ravi Prasad,62,F,Hubballi,Mid,Graduate,Unemployed
P02201,Sahana Joshi,29,M,Mysuru,Low,None,Vendor
P02202,Vinay Gupta,62,M,Mysuru,Mid,None,Mechanic
P02203,Faisal Pai,57,M,Electronic City,Low,Primary,Clerk
P02204,Naveen Achar,34,M,Yelahanka,Low,Diploma,Vendor
P02205,Naveen Naidu,22,M,Whitefield,Lower-mid,Graduate,Shop owner
P02206,Manjunath Gowda,25,F,BLR South,High,None,Clerk
P02207,Priya Shetty,64,M,Jayanagar,Lower-mid,Graduate,IT worker
P02208,Yusuf Shetty,46,M,Whitefield,Mid,Secondary,Daily wage
P02209,Harish Rao,40,F,Mysuru,High,Postgraduate,Unemployed
P02210,Roopa Gowda,20,M,KR Puram,Low,Postgraduate,Shop owner
P02211,Rahul Das,64,M,BLR South,Lower-mid,Diploma,Mechanic
P02212,Anita Prasad,65,F,Rajajinagar,Low,Graduate,IT worker
P02213,Kavya Raju,60,M,Belagavi,Low,Postgraduate,IT worker
P02214,Jyothi Sharma,40,M,KR Puram,Low,None,Unemployed
P02215,Rajesh Hegde,16,M,BLR South,High,Secondary,Student
P02216,Prakash Raju,69,M,KR Puram,Upper-mid,None,Driver
P02217,Anita Kulkarni,49,M,Jayanagar,Mid,Diploma,IT worker
P02218,Jyothi Gupta,62,M,Jayanagar,Mid,None,Student
P02219,Geetha Bhat,50,F,Whitefield,Low,None,Unemployed
P02220,Divya Achar,24,M,Yelahanka,High,Secondary,Student
P02221,Prakash Gowda,49,M,Electronic City,Lower-mid,Secondary,Mechanic
P02222,Ravi Kumar,34,M,Belagavi,Low,Primary,Shop owner
P02223,Mahesh Kulkarni,70,M,Jayanagar,Low,Secondary,Student
P02224,Ganesh Shetty,27,M,Mangaluru,Upper-mid,Primary,Unemployed
P02225,Reshma Bhat,69,M,Mysuru,Upper-mid,None,Shop owner
P02226,Sandeep Setty,50,M,Mysuru,Mid,None,Mechanic
P02227,Imran Bhat,42,M,KR Puram,Low,None,Driver
P02228,Manjunath Shetty,53,M,Electronic City,Low,Secondary,Mechanic
P02229,Ramesh Shetty,32,M,Mysuru,Upper-mid,Primary,Daily wage
P02230,Pooja Rao,27,M,Mangaluru,Mid,None,Unemployed
